# x_coordinate,y_coordinate
1.403966,-0.908607
-0.090257,-0.145909
2.519790,-0.403192
-1.777704,-0.422900
0.677724,-0.237557
2.510657,0.286709
-0.578404,0.055372
-1.225689,0.783775
-1.810707,0.861935
-0.769997,0.383647
2.282597,-0.300951
1.482385,0.632145
-1.069836,0.073057
1.881188,-0.955704
-0.927702,-0.908964
2.982016,-0.901435
2.859179,-0.902883
2.013940,-0.866841
2.020432,-0.549444
2.519755,0.635576
-0.181290,0.827935
1.176730,0.935562
1.762486,-0.614834
0.952820,0.339924
0.916324,0.061377
0.117517,0.352592
2.241947,-0.578537
-1.286945,0.725124
-1.098768,-0.009383
-0.736817,-0.120090
-1.860285,-0.066316
-1.847016,-0.461063
0.748101,-0.621250
1.935120,-0.342733
0.170802,-0.346885
2.103815,0.106555
2.582657,0.783242
2.669089,-0.169100
1.275433,-0.587939
1.935059,-0.013871
-0.928222,0.173696
2.865171,-0.650905
-1.251906,-0.841835
-1.063591,0.277093
1.184526,0.923336
1.638502,-0.971558
0.610629,0.744358
1.431974,0.406301
-1.986364,-0.666642
-0.264345,0.123224
1.664026,0.620365
-0.544202,-0.560138
0.600189,-0.136976
1.448132,0.951065
0.519681,0.848505
0.244038,0.930480
1.065572,-0.781213
2.156279,0.196513
2.171037,-0.367974
1.581073,0.207931
-0.090244,-0.605581
0.258593,-0.829153
-1.296251,0.510553
-1.100074,0.413931
1.561595,0.720042
-0.512699,0.613009
2.693886,-0.299451
-1.819285,0.380423
2.950870,0.175470
2.351622,0.178790
2.043789,0.552166
2.707136,-0.353233
2.440046,-0.525592
0.179515,0.976419
2.849173,-0.720922
1.056711,0.473205
0.806510,-0.176718
2.597987,-0.297042
-0.971332,-0.996347
2.247165,-0.162588
-1.823943,-0.453217
1.884666,0.431570
-0.957560,-0.264084
-0.160578,0.006024
2.643263,-0.105065
-0.553168,0.921449
0.217571,-0.720236
1.625500,0.798384
1.735819,0.181707
-0.160866,0.330502
2.027420,0.087946
2.616928,0.033241
0.222052,-0.182197
1.067223,0.807239
-0.642677,0.920145
0.956559,0.405558
-1.253765,0.388332
1.136184,0.161985
-1.073909,0.262905
1.605679,-0.453234
1.950482,-0.919178
-0.606782,0.015050
0.053207,-0.996514
0.685909,0.870951
2.990783,0.948180
-0.244593,-0.746486
-1.548085,-0.779266
-0.138055,0.338949
0.115338,0.999604
2.202231,0.102139
-0.686510,0.817000
-1.415812,-0.958192
2.504599,0.014848
0.033668,0.761744
2.726999,-0.100763
-0.597501,0.766524
0.033599,-0.637214
1.382855,0.105641
2.458214,0.161797
0.095899,-0.491805
-0.004891,-0.807885
0.555315,0.707486
-0.231745,-0.365204
-1.892623,-0.071791
-1.008738,0.244904
-0.439168,-0.912408
-0.401808,0.536401
2.269591,0.181099
2.487334,0.756365
2.098483,-0.945377
1.021199,-0.426761
2.663411,-0.040169
-1.277984,-0.449569
-1.133721,-0.443478
1.933414,-0.936517
1.745982,0.684849
-0.865874,0.772665
2.722353,-0.677481
0.063452,0.944357
-0.148194,0.534024
-1.573393,0.024112
0.489377,-0.171880
-0.191539,-0.243239
1.452385,0.478727
1.247181,0.588514
-1.431016,-0.715088
-0.482950,0.652763
1.749578,-0.925218
1.987085,-0.664405
2.659902,0.810676
-0.444556,-0.654468
0.946413,0.429197
1.605832,-0.410349
1.346034,0.899328
0.757940,-0.913939
0.580292,-0.494496
2.562638,0.207453
0.208318,0.603959
-0.641350,-0.854811
2.911989,0.418091
2.277363,0.113894
-1.829763,-0.514657
1.570733,0.457231
0.657433,-0.882394
-0.492797,-0.726034
1.739520,0.512940
1.640918,-0.114348
-1.053017,0.953656
2.199287,-0.083874
0.429207,0.825776
-0.284400,-0.151215
1.414591,-0.150808
-0.105393,-0.354390
0.726395,-0.243849
2.332644,-0.888162
2.342311,-0.599157
-1.433780,-0.558649
1.887256,-0.750636
-0.092693,-0.695553
-1.799521,0.509596
1.943185,0.862624
-1.199395,0.268859
1.456505,-0.762248
2.574715,-0.211279
0.033961,0.416349
1.756477,-0.965360
1.247341,-0.405534
-0.173082,0.407960
1.821997,-0.486194
1.331127,0.343507
1.003297,0.422798
0.711051,-0.817766
-0.845835,-0.370163
1.631987,-0.076801
-1.062523,0.403379
-1.213808,-0.354670
0.130065,0.998962
-0.384607,0.687682
-0.937958,0.015044
-0.291320,0.892840
-1.880842,0.575016
-1.049960,0.789110
2.099816,-0.273043
0.311562,-0.936739
0.659595,-0.775205
-1.680176,0.791821
-1.801695,0.019267
-0.879216,-0.015818
-0.264017,-0.914592
-1.481746,-0.915502
-1.309890,-0.086418
1.419212,-0.935521
1.239207,0.441661
0.788738,0.142810
2.145147,-0.154572
-0.077120,0.656020
2.393038,0.195032
2.033314,-0.591775
1.628027,-0.753036
0.577844,-0.838179
-0.938036,0.078171
-0.877169,-0.888611
-1.712159,0.431322
0.615255,0.689431
-0.710688,-0.734224
2.364826,-0.868099
-0.246712,0.367760
-1.108733,-0.006553
-0.434834,0.594103
2.771982,-0.132687
-1.027941,-0.419475
0.877127,-0.239895
-1.380940,0.484830
0.338214,0.645811
2.081559,-0.753459
0.055900,-0.640593
-1.344757,-0.801249
-1.678420,0.990074
0.567921,-0.457711
1.790531,-0.272250
0.953365,-0.504943
2.470176,-0.224973
-1.942413,-0.524318
0.276671,-0.904348
0.855160,0.284872
0.092150,0.937053
-1.690990,0.859222
1.911453,0.638659
2.660195,0.786052
2.545130,0.730326
-0.590100,-0.183559
1.207208,0.100523
2.379844,0.576759
-0.008990,0.256246
1.626466,0.933097
2.306550,-0.831740
-1.780560,0.532629
-1.393871,0.930911
0.242825,0.707692
2.105184,-0.948416
2.931648,0.097625
-1.028991,0.636843
-0.652580,-0.975148
-0.129936,0.936805
1.487053,-0.590600
-1.735165,0.075744
2.273276,-0.224547
2.625315,0.813785
2.284329,-0.988357
1.612754,0.024221
-1.089400,-0.672838
0.440405,0.721192
2.887926,-0.235531
0.389896,0.193989
-0.307208,0.945879
-1.980866,-0.845644
0.319127,-0.462285
1.299875,-0.089743
-0.202394,-0.881294
2.469539,-0.901538
2.389103,-0.032521
0.351826,0.696819
2.770653,0.458397
0.255897,0.330475
1.371371,-0.964221
1.723194,-0.760569
-0.450139,0.921255
-1.393404,0.081047
-1.072051,-0.178171
0.621658,0.667098
0.408882,0.712333
-1.551648,0.799147
-1.299156,0.562832
-0.382611,0.187239
2.983487,0.075702
2.655106,0.293931
0.727528,0.560543
-1.141608,-0.495469
1.539976,-0.389260
2.614055,0.772019
0.662822,-0.516364
2.654672,0.222228
-1.134455,-0.605347
2.773469,0.370433
-1.355133,0.538817
1.822002,-0.068645
1.079212,0.596591
2.464669,0.918531
2.424563,0.915662
2.716934,-0.454486
-0.192546,-0.817542
1.455353,0.598479
-1.546947,-0.686500
0.450500,0.735591
2.049249,-0.745606
-0.144522,-0.865625
-1.270582,-0.449552
-0.444498,-0.553966
0.884125,0.219500
1.723613,0.807669
-0.627139,0.629706
-0.786271,0.832663
1.620288,0.628026
-1.339084,-0.601892
-1.023781,-0.723255
1.032696,0.237482
0.212837,-0.173079
0.924608,0.563928
-0.148178,0.304021
1.156611,-0.883365
-1.591953,0.941930
0.036759,0.188675
2.931612,-0.926088
-1.943597,0.076340
0.694744,-0.691923
-0.455579,-0.802179
0.846278,0.225515
2.227849,0.257059
2.728649,0.757634
-0.794934,0.599474
2.996481,-0.439627
-1.557240,0.700888
-0.346077,0.194869
-1.468733,-0.520083
-1.558038,0.502530
-1.443796,-0.654642
-1.753900,0.576947
0.374804,0.500075
1.732381,0.540824
2.475615,-0.090979
-0.848022,-0.555112
0.349822,0.540781
-1.899111,-0.414962
-1.697762,-0.557922
0.353783,-0.582466
1.719884,-0.095932
2.904901,-0.160773
-1.888938,0.270802
-0.652183,-0.609840
-0.435883,0.514470
-0.209390,-0.269730
2.543765,0.646882
-1.464056,-0.223308
1.146618,-0.748769
-0.552163,0.792094
1.479649,0.391013
1.502606,0.686724
-1.798227,-0.399977
-0.108149,-0.513212
1.776950,0.169673
2.813142,0.729232
-0.777949,-0.893616
-1.552803,-0.403374
-1.002729,-0.982725
-0.459985,-0.959220
1.199062,-0.933525
-1.426765,-0.227660
2.433411,-0.281348
1.778874,0.451116
2.664082,0.483921
-1.687475,-0.530656
-1.572715,-0.983792
-1.229147,0.899204
1.340357,-0.417254
1.188084,-0.063742
0.225519,0.505118
-1.235844,-0.107612
2.677640,-0.502528
-1.795618,0.971486
1.750782,0.967373
1.042555,-0.578039
-1.570531,-0.631382
1.934580,0.658458
2.420622,0.360096
-0.334874,0.784310
0.012651,0.352532
1.751690,-0.880383
1.903734,0.408670
0.951828,0.430016
0.528426,-0.693606
1.081891,-0.354636
-1.405575,-0.848482
-1.853593,-0.522429
-1.472341,0.922274
-1.387159,-0.660942
-1.786534,-0.117130
1.939089,-0.059449
-1.211655,0.124192
-0.905089,0.153051
-1.793600,-0.727958
-1.606511,0.890250
-1.872710,0.753002
2.148084,-0.754873
2.205527,-0.176899
0.952300,0.715790
2.630531,0.780436
1.116272,-0.042940
2.128086,-0.870924
2.833709,0.796194
2.636071,0.547920
-0.201026,0.261274
0.618230,-0.980176
-1.861795,-0.893316
-0.705106,0.413095
1.767815,-0.834816
1.231998,-0.633836
0.518321,-0.661572
2.190032,-0.484578
1.432137,0.465596
1.852286,0.340916
2.577412,-0.480979
1.989079,-0.185109
-0.107242,0.685317
-0.947354,0.493211
1.774816,-0.377254
2.106930,-0.422324
2.217108,0.489025
-0.981124,-0.863126
-1.053460,0.864354
0.655026,-0.216108
2.973570,0.487712
2.795072,-0.323733
-1.230897,0.750744
2.044030,-0.070994
-0.137229,-0.838807
1.685378,-0.618715
2.905898,-0.577345
1.803905,-0.268083
-0.338238,0.763323
-1.782318,-0.501870
0.892600,-0.116944
2.008997,0.076740
2.455495,0.445854
-1.915089,-0.576331
1.004981,-0.124637
-1.243439,0.626447
1.489143,-0.239412
2.552074,-0.255128
-0.549298,-0.689408
0.114753,-0.375783
1.046464,0.818750
0.540241,0.752288
-0.598728,0.160365
1.254919,0.377234
-0.672731,-0.511608
2.697063,0.925027
1.772495,-0.914143
1.188755,-0.029383
2.506297,-0.976649
-1.707970,-0.746096
-0.648478,-0.216760
0.650670,-0.618387
0.230150,0.949734
0.499117,0.827980
2.622673,-0.512590
0.020948,-0.796445
-0.837039,0.438208
1.967656,-0.695001
0.321221,-0.208905
2.488934,-0.237579
0.909674,0.281909
1.838281,0.886758
-0.621361,-0.584752
2.573562,-0.377263
-0.384445,0.487107
0.056975,0.116275
1.186336,-0.157482
-0.903399,0.331779
-0.077427,0.072321
-1.387342,-0.726290
-0.160118,-0.644708
0.705335,-0.398704
-0.044586,-0.726396
1.724965,-0.066697
-0.814884,0.989478
2.480947,0.131351
-0.592443,0.656269
-0.276989,-0.569512
-0.967302,0.241571
1.561583,0.198272
-1.728481,-0.631471
2.979124,0.280903
0.824194,-0.450930
-0.332042,-0.007197
2.468637,0.294009
1.839045,0.684644
-0.080540,-0.551164
-1.401223,0.963843
-0.894948,0.863921
-1.913426,0.159953
2.906577,-0.219899
2.795723,-0.285926
0.715784,-0.111806
2.054599,0.979807
-1.426809,-0.572238
-0.013995,-0.047370
1.991524,0.626541
-1.088389,-0.757127
0.872823,0.958783
1.052233,0.313603
2.933092,0.995533
2.668981,-0.156700
0.162931,-0.714281
0.981676,0.659793
-1.967154,0.158760
1.321051,-0.131693
-1.663475,0.036865
1.319284,0.718937
1.683400,-0.985614
0.246420,0.368278
-0.471861,-0.260016
0.236165,0.640232
1.253170,0.798895
2.176363,-0.784180
-1.055385,0.542939
-0.854969,-0.623211
0.273631,-0.532893
0.553258,0.856428
-0.274462,0.046110
1.427792,0.483300
-0.316830,-0.225329
-0.816889,-0.623915
-1.714114,0.692108
0.868006,0.993656
1.077489,-0.673583
2.328019,0.204512
0.943714,0.316027
2.059479,-0.131091
-1.674734,-0.637065
2.029679,-0.231343
1.530200,0.619421
0.355977,-0.635505
1.137695,-0.495135
-0.872007,-0.058426
2.090061,0.522254
1.372044,0.658620
2.379916,-0.741561
2.569865,-0.430445
2.494615,-0.308535
1.831523,-0.969771
-1.831880,-0.237670
-1.301772,-0.777768
2.588422,0.132269
-0.290912,-0.942302
2.268715,-0.300736
1.329212,-0.135705
-0.309381,-0.108772
-0.558194,-0.897041
2.256623,-0.412080
0.219362,0.785916
-1.437438,-0.394111
-1.780735,0.740461
-1.964663,-0.676342
1.371275,-0.063886
-0.462857,0.742123
1.149515,0.322663
2.493556,0.929635
-1.459485,-0.257227
-0.724842,0.123530
0.565036,-0.742449
-0.715748,-0.538116
1.584508,-0.809141
-0.628652,-0.375716
2.275397,-0.689840
0.359488,-0.671729
1.026299,0.354752
-0.924222,-0.312451
1.561380,-0.978234
-0.387137,0.164252
-0.672597,-0.568343
2.918976,0.015884
-0.846574,-0.357197
-1.033160,0.383888
2.556798,-0.996574
2.803424,-0.013488
-1.818503,-0.141300
1.746514,0.573952
0.741924,0.553107
1.997237,0.242502
-0.081740,0.106483
2.910638,0.274439
1.542977,0.712186
-0.472686,-0.567111
-1.825481,-0.218130
1.265184,0.042575
-0.289785,0.822143
-0.606015,-0.879692
-0.575225,0.404763
0.490557,0.509327
2.907663,0.355249
-1.707124,-0.069154
0.000352,-0.605102
-1.403125,0.801494
-1.717363,0.197539
2.860389,-0.172584
1.353223,0.276327
-0.817201,0.541810
-0.033770,0.956036
-0.988130,0.338835
-1.111330,-0.467902
-1.348324,-0.749529
-0.288284,-0.405790
2.246089,-0.586881
-0.747432,-0.649002
1.923853,0.236656
2.563541,-0.337525
-1.606989,0.879156
-1.208345,0.108618
0.654993,0.382647
-0.683073,-0.322055
2.842742,0.810800
2.398438,-0.694748
-0.767352,-0.545102
-0.956196,-0.633927
2.683531,-0.119008
0.654685,-0.999882
-1.474394,0.651260
-0.799920,-0.938973
2.658777,-0.670963
2.194903,-0.401155
0.235446,-0.132503
-1.494364,-0.726293
-0.326539,0.826219
0.910255,-0.516019
-0.676026,-0.153070
-0.134913,0.493177
-1.288620,0.759790
0.783009,-0.827441
1.933536,-0.118871
0.738812,-0.291415
2.310570,-0.708072
-0.870343,-0.900424
-1.747443,0.117725
1.436892,0.086182
2.100500,0.834317
-1.106496,0.006480
0.648327,-0.966993
0.663581,-0.336545
0.533314,-0.403935
0.662297,-0.555445
1.164090,-0.603265
-1.831564,0.326265
0.465200,0.694858
1.090630,-0.925321
2.552320,0.881860
2.504850,0.901370
2.045019,0.934427
-1.924990,-0.882987
0.639045,0.774567
2.086402,0.984162
2.593229,-0.951698
1.872609,-0.474037
0.187351,-0.400914
1.332593,0.882813
-0.006257,0.105581
-1.034991,-0.841159
-0.313101,0.519167
-0.550040,-0.974265
1.848900,0.333172
0.796304,0.689647
-0.042424,-0.192084
1.731475,-0.384045
2.848994,-0.477228
2.327124,0.665691
1.389475,-0.346621
1.300381,-0.250625
-0.427095,0.800782
2.819967,0.679010
1.496344,0.666561
2.675143,0.714284
0.389253,-0.294572
0.660584,0.672999
2.651894,0.365583
-1.146873,0.634524
-0.858648,-0.077950
-0.865227,0.775591
0.288555,-0.684168
2.197181,-0.880961
2.099842,0.102861
0.057890,-0.316688
1.933619,-0.126524
2.790335,-0.754299
2.413023,0.749721
0.764337,0.270656
